FQDN_count,subdomain_length,upper_count,lower_count,numeric_count,entropy,special_count,labels,get_labels_max,labels_average,longest_word,sld,len,subdomain,domain,predicted_label,score
99,80,29,40,24,5.347600529275764,6,7,23,13.285714285714286,exFdC3xFp6sN13UZao7yAxj,seg4910research,95,1,46255.exFdC3xFp6sN13UZao7yAxj.WxY5DXoBr88CheLkK049fKJ.ZYho4oRLOXF2U5Ei7pJcqHk.hC.seg4910research.tk,0,0.54
59,39,2,21,33,3.9858057104087057,3,4,31,14.0,2323166333265383565373739326236,maliciousDomain,54,1,zco1Gn9.2323166333265383565373739326236.maliciousDomain.com,0,0.88
99,80,25,42,23,5.333197277101819,9,7,23,13.285714285714286,-E0ShIpviM4lah3CxHt9KCf,seg4910research,95,1,57464.-E0ShIpviM4lah3CxHt9KCf.Q9mp4bp24xt1wsp8_hlLAfT.nP4UPSO2aF_bJ2fMp7CLrIm.FI.seg4910research.tk,0,0.54
52,32,3,22,24,4.0726473544085104,3,4,24,12.25,636566336637313332343762,maliciousDomain,47,1,CpNwuak.636566336637313332343762.maliciousDomain.com,0,0.87
78,58,4,21,50,3.764890703370119,3,4,50,18.75,36376335356236333362333736633730646334353339623932,maliciousDomain,73,1,REYbhwc.36376335356236333362333736633730646334353339623932.maliciousDomain.com,0,0.91
56,36,3,20,30,4.046942907450621,3,4,28,13.25,6261633364366238613935666639,maliciousDomain,51,1,uYeI01a.6261633364366238613935666639.maliciousDomain.com,0,0.88
99,80,27,45,21,5.297906746058147,6,7,23,13.285714285714286,kpYuprzYwwcexZhw7n0CFWM,seg4910research,95,1,89738.kpYuprzYwwcexZhw7n0CFWM.58LZR5L0UzhB1geTEkWfrKT.u9oeltzE0oEzDMU65V6cYHx.Dd.seg4910research.tk,0,0.54
249,230,92,106,42,5.771917951818084,9,7,63,34.714285714285715,UcnpxQT_J-SQdpDHkr98ewbNS5yBuCsruvE5QOx7pqGYhrk5HxoPqwMuvFCZ4K_,seg4910research,245,1,83230.UcnpxQT_J-SQdpDHkr98ewbNS5yBuCsruvE5QOx7pqGYhrk5HxoPqwMuvFCZ4K_.keqVSWxcs4RH5KHTTMK4Cz4Zciz7VkzhwQyHwMjIukrUIQbGDXNGfqyGkpC9rZ8.jmHnS1C6r5SXM8UrqLxGW09yCooB5TpOWqehwJSbCySzCB57eCVaIVwGm6ozU47.lNBku89t3kuP8eLi8LmMD0IJZwR0drUh.seg4910research.tk,0,0.53
59,39,4,19,33,4.229710109147065,3,4,31,14.0,6366436376430393862356263393865,maliciousDomain,54,1,tZx1QL2.6366436376430393862356263393865.maliciousDomain.com,0,0.88
99,80,22,40,28,5.3459359127466675,9,7,23,13.285714285714286,qiE7s-8ZkdG1RXCkO3Z17FB,seg4910research,95,1,58650.qiE7s-8ZkdG1RXCkO3Z17FB.SkgG42XaFdw_69hglt0721r.aXIQD3zi_YG0u1vArme8Khb.1l.seg4910research.tk,0,0.54
60,40,4,18,35,4.068494553545216,3,4,32,14.25,39663065356331626262336531383034,maliciousDomain,55,1,N4JnY30.39663065356331626262336531383034.maliciousDomain.com,0,0.88
62,42,5,20,34,4.2198150474666365,3,4,34,14.75,3537643432313734666430353335396661,maliciousDomain,57,1,WevdMBH.3537643432313734666430353335396661.maliciousDomain.com,0,0.88
55,35,2,21,29,4.169159086923621,3,4,27,13.0,383061323138303765653561646,maliciousDomain,50,1,65nTrok.383061323138303765653561646.maliciousDomain.com,0,0.88
99,80,18,49,25,5.228505075317977,7,7,23,13.285714285714286,Iv66dKohLvKUgma_Rg9OaKM,seg4910research,95,1,45961.Iv66dKohLvKUgma_Rg9OaKM.w6akkncczBmsvifRor75h2F.69emglGD2d9JtaP95xzHt91.A3.seg4910research.tk,0,0.54
99,80,23,47,22,5.376436417884586,7,7,23,13.285714285714286,bqxilsnNozEW8qgP0khA1ri,seg4910research,95,1,65660.bqxilsnNozEW8qgP0khA1ri.J5eT4M3BZCvuEu3MHO_7JAS.8gcntrfho2AbT6uYoc7gUAt.2t.seg4910research.tk,0,0.54
100,81,27,43,19,5.304722159792379,11,7,23,13.428571428571429,gmGchQEYj-BArzDQsqNX1MB,seg4910research,96,1,114163.gmGchQEYj-BArzDQsqNX1MB.GKtKxVpqji-8TqTk04_WgmL.4xjEwnMXjg23qdV8_1dGgfX._B.seg4910research.tk,0,0.54
54,34,3,20,28,4.002198559309873,3,4,26,12.75,61666161633138373863393733,maliciousDomain,49,1,KnX2bu7.61666161633138373863393733.maliciousDomain.com,0,0.88
249,230,85,103,41,5.845491345210863,20,7,63,34.714285714285715,4qqKJahOOwMFmsgWjWQqOIDgma3LQr9WxX6rK_wR_eOG3-bUq5VPv65Lj4k2VUJ,seg4910research,245,1,68648.4qqKJahOOwMFmsgWjWQqOIDgma3LQr9WxX6rK_wR_eOG3-bUq5VPv65Lj4k2VUJ.Sv-uTHrSIdNBw0yxnh7xQOjXOnfJ8lq-HVGNfmqVqTnNXkBpT-7l-upDhakY05_.ilPf9XDx7UzyxY5x9_7r8X-7ROE7PKqwF_x2J-Cxj4tvWxXB9GbyWrshgcpF_iL.-voFGK8cwwMz0k7OYNwAZAu3BFYi0sxu.seg4910research.tk,0,0.53
100,81,31,45,18,5.397173284770745,6,7,23,13.428571428571429,LGK0FVCYZihLyAAq9Gd3iBj,seg4910research,96,1,117426.LGK0FVCYZihLyAAq9Gd3iBj.apq6bti0GCZgTmfgmjumVq1.t9rfIUwDVKVNCGHzuygXVwP.8w.seg4910research.tk,0,0.54
108,89,30,45,23,5.438785969872563,10,9,15,11.11111111111111,seg4910research,seg4910research,104,1,22380.H4BG9PKdCH0ug.2XqhMbeq6yY6b.acW5NWDtTRTwb.Wu3Lc_lwigkP9.sfv-Dxb39CZ1G.rf3sQMKs5VcHI.seg4910research.tk,0,0.54
50,30,3,19,25,4.047292483458171,3,4,22,11.75,3534353635313763336230,maliciousDomain,45,1,9i5McA8.3534353635313763336230.maliciousDomain.com,0,0.88
56,36,2,20,31,3.946408504047522,3,4,28,13.25,6630663335363564353236326262,maliciousDomain,51,1,e6u1Yw7.6630663335363564353236326262.maliciousDomain.com,0,0.88
249,230,72,110,50,5.771413144512571,17,7,63,34.714285714285715,2jRzdxI_O6Zopv6wyw7FFk-4i0gQ45l78olm5bJNxgF1Nniy1HhqktJz4KiL432,seg4910research,245,1,13224.2jRzdxI_O6Zopv6wyw7FFk-4i0gQ45l78olm5bJNxgF1Nniy1HhqktJz4KiL432.wmycEj-yP5uBeziI-s-mN4DLpZJh409RZS4UdZbjcxMUYnbCd_XjpUyl0bPBYk5.uLyym0c5zSP6pATUMdZUT5yJhZgvuU_e_b9FjMmr20l5Uy-pIQavZ2jYmf6E6gk.d_IoW5k1m-sW8XFMcNpoLR2W1eyNRoHr.seg4910research.tk,0,0.53
60,40,2,21,34,3.9848353867343174,3,4,32,14.25,62613633623935636464373335643534,maliciousDomain,55,1,a86Tmzx.62613633623935636464373335643534.maliciousDomain.com,0,0.88
108,89,27,50,21,5.435947946849815,10,9,15,11.11111111111111,seg4910research,seg4910research,104,1,23087.b_hhhhn5ApxUI.ChDi8VytASOO5.c1WH2ck4ADGuT.3mKjm5bz9Yqf_.0CucTbifhZYXg.pqNYqPskpX0o7.seg4910research.tk,0,0.54
99,80,33,41,18,5.550629473418287,7,7,23,13.285714285714286,h28EihDeXCjMhA61QdHmiDI,seg4910research,95,1,43075.h28EihDeXCjMhA61QdHmiDI.8oUM9unCBVybtEKsy2SYb5f.YzB8q-BOXwpilTlONOIObDz.SI.seg4910research.tk,0,0.54
70,50,5,19,42,4.035448373655128,4,5,30,13.2,231633365346534373937393534366,maliciousDomain,65,1,HNE6lVx.231633365346534373937393534366.23162636139.maliciousDomain.com,0,0.73
66,46,7,18,38,4.191022620609055,3,4,38,15.75,62643634646239323133613833303035643762,maliciousDomain,61,1,lPELRJB.62643634646239323133613833303035643762.maliciousDomain.com,0,0.86
64,44,2,22,37,4.017283547037796,3,4,36,15.25,313263383930393831323561386363343162,maliciousDomain,59,1,kl0Yzsa.313263383930393831323561386363343162.maliciousDomain.com,0,0.9
99,80,29,43,20,5.463465933185049,7,7,23,13.285714285714286,9UkYBRR2qtXjFuzgsYax1_L,seg4910research,95,1,36724.9UkYBRR2qtXjFuzgsYax1_L.oN4dujsy1MiMp5z357SRPDz.TKBYAZgiXK9fQb5tcmqfSsU.NM.seg4910research.tk,0,0.54
249,230,87,100,45,5.860063883151716,17,7,63,34.714285714285715,wnwCJ-pPZJeTQm-2HHsLd-VGB2WGvcB_tZZ5a0OjbvH_0cLj7IY2sSYnHPQYZiy,seg4910research,245,1,35796.wnwCJ-pPZJeTQm-2HHsLd-VGB2WGvcB_tZZ5a0OjbvH_0cLj7IY2sSYnHPQYZiy.imyoII0n5qVWQk6_Or3wnrkTQmngQSBZ64H1zM0VVYopFrJUebYh_yEKsMS26Q0.xp7QhqmJ52ZXzSuctLrY7F4yX6-g7bCu8wUFeTbzNavnTEiWc8ADzj_3mx6P8ob.MnZlwQjf3DmLWx0HM4-Yt-5uus5lLR4o.seg4910research.tk,0,0.53
164,144,3,33,123,3.9444528312756986,5,6,62,26.5,37336d785149707c217c636f6e6669672e6a736f6e7c217c52454749535445,maliciousDomain,159,1,73mxQIp.37336d785149707c217c636f6e6669672e6a736f6e7c217c52454749535445.527c217c326335353564613062623338343863313635316136346231363337.3330353166.maliciousDomain.com,0,0.61
99,80,34,39,20,5.344927170624345,6,7,23,13.285714285714286,LKmIGOTU4bJYNIoBGrttQ35,seg4910research,95,1,56115.LKmIGOTU4bJYNIoBGrttQ35.0EXtRZcbU1BXAVV6X9utCci.ZLN71h1zHL5gwiOpaxngagX.Zz.seg4910research.tk,0,0.54
98,79,26,45,19,5.394823364302613,8,7,23,13.142857142857142,8iEjUBnKSen7V6-eVlLR5CQ,seg4910research,94,1,7506.8iEjUBnKSen7V6-eVlLR5CQ.9mrs6euj-0juIwsZyRJtczb.JjPC4pgh4PUFU6IcoiyWmlY.9X.seg4910research.tk,0,0.54
99,80,40,34,18,5.457244498692668,7,7,23,13.285714285714286,XeAbVDeFd2E3euDo5JHR4Td,seg4910research,95,1,62156.XeAbVDeFd2E3euDo5JHR4Td.PaSHLJofN3pHQZPwVL0eNJM.KfOvuCTGG_F9VeB6BDlwb9U.MO.seg4910research.tk,0,0.54
60,40,3,26,28,4.204307630301499,3,4,32,14.25,3274654744716a7c217c3132337c217c,maliciousDomain,55,1,2teGDqj.3274654744716a7c217c3132337c217c.maliciousDomain.com,0,0.88
100,81,28,40,21,5.374917659878919,11,7,23,13.428571428571429,XsjP8pg_cgE1LJ2o_DLQg-I,seg4910research,96,1,131396.XsjP8pg_cgE1LJ2o_DLQg-I.z8KxV3Rfly9-we3UeH2tXUC.IubJ9_uowUBLyu0Q8LYYqYx.uT.seg4910research.tk,0,0.54
249,230,78,111,46,5.8762961882921445,14,7,63,34.714285714285715,3xnGtccjj2WALu4VFrePrarF9TuQ3xLYNPo60--9zn98PYD_gludqok08fJ9Cqi,seg4910research,245,1,67515.3xnGtccjj2WALu4VFrePrarF9TuQ3xLYNPo60--9zn98PYD_gludqok08fJ9Cqi.xwSMsWDrod13Btv99Y-Add_zXksg_lp7CiNjZhZtTPtzkQ8FvHovAfI8bGiA1kh._WmWBJs4EqqcotQUPZyOYBq0rOyRkRM7LibhdnIPX76xzp62sWHYiaYg6E2EUoR.KgdRgSh-wVFYsb4Ao50xc55MGH6o2eqs.seg4910research.tk,0,0.53
249,230,96,105,36,5.847235906593508,12,7,63,34.714285714285715,GpSnvuKFZIlFiLeo3m9kQATXWcZRWMVPIEeF0iaSz0R21RczwvO6nILjo_bKFfq,seg4910research,245,1,11852.GpSnvuKFZIlFiLeo3m9kQATXWcZRWMVPIEeF0iaSz0R21RczwvO6nILjo_bKFfq._qhOEHWlAe8tmYRrFL7vvrv_tGOW6GF59TxZj3JFBFQayR1d4Wj_XAXTW4-uhDD.Znr3jwHhQlhV9mPeFInrswIg7WPiuv5cBCDH0ruJwONbruryVjKYb6sHIntTMqh.c-bdn4eZvVf16zXKfR5ZGMYmQcxlsKN1.seg4910research.tk,0,0.53
53,33,3,21,26,4.108137974714816,3,4,25,12.5,2663065323939363938393264,maliciousDomain,48,1,3sziBeQ.2663065323939363938393264.maliciousDomain.com,0,0.88
99,80,23,48,18,5.381649110254646,10,7,23,13.285714285714286,Kudc0cUXp6kg4YNgDlED5Jy,seg4910research,95,1,81016.Kudc0cUXp6kg4YNgDlED5Jy.sPJNkCObmuaswY2_aK_v2q-.bsS3glo-GMww9n6rgwQHdKr.Qu.seg4910research.tk,0,0.54
99,80,36,34,22,5.457505423429666,7,7,23,13.285714285714286,RTfxvTxFberQRINDGfHIoBN,seg4910research,95,1,44141.RTfxvTxFberQRINDGfHIoBN.atpS7z8PKa9_OeuSZiYIL46.fKN2XJUNVHnnB79R90FZS5q.62.seg4910research.tk,0,0.54
100,81,22,50,19,5.383465189601651,9,7,23,13.428571428571429,-X2npfzG9qoibxykPO_qepy,seg4910research,96,1,101851.-X2npfzG9qoibxykPO_qepy.K_eSjjm0kf8VGCYjKAmM86I.zCSzrhYz4r0BgxTKemOd8ic.Dw.seg4910research.tk,0,0.54
32,12,4,21,4,4.015319531114783,3,4,15,7.25,maliciousDomain,maliciousDomain,27,1,IVoipeE.3161.maliciousDomain.com,0,0.84
100,81,28,44,20,5.290853940313251,8,7,23,13.428571428571429,b8_rHQR_vQ1ThpFnA4ZCZQb,seg4910research,96,1,119826.b8_rHQR_vQ1ThpFnA4ZCZQb.X9hEhknKEhWpABGH8yDyTq8.kzux1ht88Y8fikrxMSVvctt.ZR.seg4910research.tk,0,0.54
100,81,36,34,23,5.460818564536749,7,7,23,13.428571428571429,7cNjlClNFC4oSEYQ5i3khkI,seg4910research,96,1,138839.7cNjlClNFC4oSEYQ5i3khkI.CFsVLXIU778dS-TAVUnweau.H7GD4cQ2GQoZoUMRzQzFK25.W8.seg4910research.tk,0,0.54
108,89,39,42,18,5.340367539473574,9,9,15,11.11111111111111,seg4910research,seg4910research,104,1,34148.NSqJ7_5kQ4khn.fFf5csMccV7Mm.KM1wJdPqYiDiF.WzypBHASYqAWC.MMW4WYPNtAFGG.qIdgqs58bqSZK.seg4910research.tk,0,0.54
51,31,5,18,25,4.069511499582195,3,4,23,12.0,37316237336138306136636,maliciousDomain,46,1,NR1M3bH.37316237336138306136636.maliciousDomain.com,0,0.88
60,40,5,20,32,4.230506048642001,3,4,32,14.25,38333231346264306634306638623565,maliciousDomain,55,1,EbfVRIh.38333231346264306634306638623565.maliciousDomain.com,0,0.88
66,46,6,18,39,3.9654204329784264,3,4,38,15.75,35326464653364613135326332663932616565,maliciousDomain,61,1,6LQJBDs.35326464653364613135326332663932616565.maliciousDomain.com,0,0.86
55,35,3,21,28,3.9203140711826876,3,4,27,13.0,323331666534376233366166613,maliciousDomain,50,1,e3MaWgm.323331666534376233366166613.maliciousDomain.com,0,0.88
99,80,30,38,20,5.507552074362828,11,7,23,13.285714285714286,-n5YbW0agMNq7AlJa2Gu_6C,seg4910research,95,1,92749.-n5YbW0agMNq7AlJa2Gu_6C.-QqsfYEUP3HvbVy8sI_hUfb.yoZRjB8NAJZhM206UBStjSQ.-y.seg4910research.tk,0,0.54
56,36,5,20,28,4.23672551173258,3,4,28,13.25,3138353637626535646162383263,maliciousDomain,51,1,FjoUJgH.3138353637626535646162383263.maliciousDomain.com,0,0.88
99,80,27,46,19,5.392956337312867,7,7,23,13.285714285714286,CxbN3i4jVfwgRrj1TEXfawj,seg4910research,95,1,31662.CxbN3i4jVfwgRrj1TEXfawj.kNmFUsedpT4IUpNls01WB5m.A-ImkOppY8dK3JwZXlHCe3m.Pg.seg4910research.tk,0,0.54
44,24,5,19,17,3.9928560501604613,3,4,16,10.25,3630636132326333,maliciousDomain,39,1,aJhD2WC.3630636132326333.maliciousDomain.com,0,0.91
56,36,5,20,28,4.044797343410504,3,4,28,13.25,3836646366303763663566353130,maliciousDomain,51,1,kDmJyPT.3836646366303763663566353130.maliciousDomain.com,0,0.88
99,80,32,41,19,5.397908104945928,7,7,23,13.285714285714286,FOEt8MEvBEpqc4QnGjUbOMZ,seg4910research,95,1,58192.FOEt8MEvBEpqc4QnGjUbOMZ.7pRqEJx-TWa8ATepUx1o7kM.vkv2d1bZamO1DchWVpx6GIN.UH.seg4910research.tk,0,0.54
99,80,26,45,20,5.396899362823605,8,7,23,13.285714285714286,fQGbw3Qg71oUoRp-UcRgeM6,seg4910research,95,1,21958.fQGbw3Qg71oUoRp-UcRgeM6.xR3TEgv2gDPfLAkae7B3fsE.iIjUy_okjhSMB6YLolmt5bS.3B.seg4910research.tk,0,0.54
58,38,3,21,31,4.059937446796224,3,4,30,13.75,633866613866626361323031656462,maliciousDomain,53,1,Kjgel6U.633866613866626361323031656462.maliciousDomain.com,0,0.88
56,36,5,19,29,4.196285109830965,3,4,28,13.25,3935656430303065616633373961,maliciousDomain,51,1,Y9HTqaP.3935656430303065616633373961.maliciousDomain.com,0,0.88
76,56,3,21,49,3.8602203812552727,3,4,48,18.25,623334633764363166323330306432376338613332633538,maliciousDomain,71,1,qp2WJfa.623334633764363166323330306432376338613332633538.maliciousDomain.com,0,0.91
56,36,3,21,29,4.268199327549963,3,4,28,13.25,6431343561393234336233623065,maliciousDomain,51,1,vp7kqLB.6431343561393234336233623065.maliciousDomain.com,0,0.88
99,80,37,37,18,5.434369119839228,7,7,23,13.285714285714286,AqIRKVpQnRAQkIwt7Tt8pX3,seg4910research,95,1,36826.AqIRKVpQnRAQkIwt7Tt8pX3.PP9AJyFnY3FOUDkPdTWgr8l.wTJvpFHSBICFxPQ5tsa_8Ix.i0.seg4910research.tk,0,0.54
249,230,84,107,46,5.818531331065494,12,7,63,34.714285714285715,0o-eweIpp9FXSMxkGiu-1Yb5Mm66z0uUwsHxPOuRzliDsk53eGcAhfvLaq9V9xL,seg4910research,245,1,91407.0o-eweIpp9FXSMxkGiu-1Yb5Mm66z0uUwsHxPOuRzliDsk53eGcAhfvLaq9V9xL.bpYl91voRUzXke8wRPHzJCDtndp58qT-pt7Cw51Pv8LNzLPza09xl2V7e3-kUOr.m_6VjYHntHMWu8xr5oKGpsRoXAYTMKTfBQokawPsV5_4sFgIeSAeRML9ndPhG5T.sxW3t78IBvZZ4amVvFWOlnAfm2VONzRI.seg4910research.tk,0,0.53
56,36,5,20,28,4.163101350010899,3,4,28,13.25,3864376337636539373566626263,maliciousDomain,51,1,iLYRtQb.3864376337636539373566626263.maliciousDomain.com,0,0.88
58,38,4,25,26,4.448522271647323,3,4,30,13.75,70486b36564e637c217c3131357c21,maliciousDomain,53,1,pHk6VNc.70486b36564e637c217c3131357c21.maliciousDomain.com,0,0.88
82,62,3,21,54,3.890008939392914,4,5,32,15.6,93131643166666162613263646565326,maliciousDomain,77,1,4HRofza.93131643166666162613263646565326.232376132313963346437.maliciousDomain.com,0,0.71
54,34,3,20,28,4.047615033785175,3,4,26,12.75,63663239363530303930393264,maliciousDomain,49,1,Fvu1P9a.63663239363530303930393264.maliciousDomain.com,0,0.88
100,81,27,39,25,5.261076880026376,9,7,23,13.428571428571429,r08fjM15Dg5Fn4N2YMpkT4r,seg4910research,96,1,134111.r08fjM15Dg5Fn4N2YMpkT4r.4NKdjLN7CT_RpcLr95W-9Jp.SsknhI5MheoFgmbfHGC2TPg.K_.seg4910research.tk,0,0.54
69,49,5,24,36,4.272480298893233,4,5,35,13.0,7872315153554d7c217c31377c217c62633,maliciousDomain,64,1,xr1QSUM.7872315153554d7c217c31377c217c62633.53431.maliciousDomain.com,0,0.69
99,80,30,40,22,5.432937711252599,7,7,23,13.285714285714286,cxOBi-Lk3QIyQq543fPIHoz,seg4910research,95,1,44648.cxOBi-Lk3QIyQq543fPIHoz.gtGi0aFpM8J9IxFL8IOv7jZ.Dns94TEtmEK4gWihZGPqxY7.Ai.seg4910research.tk,0,0.54
55,35,2,22,28,4.103820395224834,3,4,27,13.0,036643039623962363131656635,maliciousDomain,50,1,lim2pHr.036643039623962363131656635.maliciousDomain.com,0,0.87
99,80,34,37,20,5.352813221645824,8,7,23,13.285714285714286,jKRHLHWGiiyTQ3RYG7GzFX0,seg4910research,95,1,89900.jKRHLHWGiiyTQ3RYG7GzFX0.-UEKuXb18jx0Gzy_UUIDSKv.tyeobUo6YUjTFeCzRxO351c.4s.seg4910research.tk,0,0.54
248,229,81,109,40,5.843515531769959,18,7,63,34.57142857142857,rDca8itgMiad163tDkVJh8Iywygb-0B28ejfpnF_Oyj6iijOdSGbB8ZHWi_THjq,seg4910research,244,1,3149.rDca8itgMiad163tDkVJh8Iywygb-0B28ejfpnF_Oyj6iijOdSGbB8ZHWi_THjq.c472QGDUeQ-lnuYL7KAva-145MofYxXpoLf-fNeZ5jG_YNSwQJ4IMS3pE2VNJuP.lv9cxc-l_HsH3H4InAXXoQB0ahsHgmv9bIPmgGhq2xsO-MmoNimpiByPaDgaYjW.uLs4cB2PfDRh-WrpGrqLG60YxzIg7N-Q.seg4910research.tk,0,0.53
52,32,6,18,25,4.158501074537552,3,4,24,12.25,363130373762666361306261,maliciousDomain,47,1,2ChZQVE.363130373762666361306261.maliciousDomain.com,0,0.86
62,42,3,20,36,4.173492633065778,3,4,34,14.75,3163306132393165346232386135306237,maliciousDomain,57,1,R4dqPo2.3163306132393165346232386135306237.maliciousDomain.com,0,0.88
54,34,5,20,26,4.32907790105808,3,4,26,12.75,61353833626435393532613738,maliciousDomain,49,1,INrClKe.61353833626435393532613738.maliciousDomain.com,0,0.88
52,32,4,20,25,4.079213515760357,3,4,24,12.25,383836643766386138346233,maliciousDomain,47,1,m7XUvyD.383836643766386138346233.maliciousDomain.com,0,0.88
98,79,34,41,15,5.32987920127608,8,7,23,13.142857142857142,ki7rJXFHsMccGuW9QNGusgT,seg4910research,94,1,8558.ki7rJXFHsMccGuW9QNGusgT.Zh5uX5ntg1htXvAUIAbX3Vs.ixNCNU6TBcyX--KWDoEgHsb.WQ.seg4910research.tk,0,0.54
50,30,3,22,22,4.021984511178706,3,4,22,11.75,6336343230633439613436,maliciousDomain,45,1,OkivmMu.6336343230633439613436.maliciousDomain.com,0,0.88
99,80,30,41,19,5.2968980039358255,9,7,23,13.285714285714286,2DbOBLY2sCAq2R1H8YjQ-k1,seg4910research,95,1,14450.2DbOBLY2sCAq2R1H8YjQ-k1.zyBOjrrk8Lpp_Ljn4EJiRXw.OZyXsUZjRJbVn8cEzbeen-Y.I7.seg4910research.tk,0,0.54
99,80,32,40,19,5.451544913674283,8,7,23,13.285714285714286,tgrb3CeCrHKZnIpjtFyE1l-,seg4910research,95,1,99782.tgrb3CeCrHKZnIpjtFyE1l-.M3sSzBbmmWD0m3CDCiwrZdE.LaN9S9MCZOVX_PkhBRL5uxZ.35.seg4910research.tk,0,0.54
99,80,34,36,21,5.38760962001003,8,7,23,13.285714285714286,jBEFrkL2Cs2NKm4vMXDBz5w,seg4910research,95,1,55246.jBEFrkL2Cs2NKm4vMXDBz5w.BaN2mDEOMxI8hu3B6lgvllK.ERtHFPY8FTmKSLcCCcvA--7.23.seg4910research.tk,0,0.54
64,44,3,20,38,4.090674657837695,3,4,36,15.25,346237353034333466623935613530653839,maliciousDomain,59,1,u05mwTG.346237353034333466623935613530653839.maliciousDomain.com,0,0.91
108,89,34,37,25,5.434809492623756,12,9,15,11.11111111111111,seg4910research,seg4910research,104,1,31541.lownjYDMDVTmb.E0ic8NCGQ770J.22bj37FVAZD3k.RgGZq-ROE9C3z.nkg_6lf-OVCER.2hJm-EiEwX58E.seg4910research.tk,0,0.54
64,44,3,21,37,3.799483007237829,3,4,36,15.25,306433336139303739376133376437363163,maliciousDomain,59,1,xs3imAH.306433336139303739376133376437363163.maliciousDomain.com,0,0.9
77,57,6,17,50,3.8946883419116296,4,5,41,14.6,32666232383433303035323436663038336565383,maliciousDomain,72,1,UDI1V9N.32666232383433303035323436663038336565383.5356362.maliciousDomain.com,0,0.69
249,230,103,93,43,5.883433463286022,10,7,63,34.714285714285715,5aGA3U9QX2xjMVaAzCfN22ndcvc1CsmLRBkYGsEIj28N1MsCKI-frs_7HBeH8LZ,seg4910research,245,1,31994.5aGA3U9QX2xjMVaAzCfN22ndcvc1CsmLRBkYGsEIj28N1MsCKI-frs_7HBeH8LZ.FvFVLcpnYJSx36f47m4JztJbZ3qmRQb8dMlkUsnVnJt2bI3WJMAYHnUiEFVBTq5.7mQjenEfslO4JJWQm_DmYy5BzCRFIwfcWXlD3ScF6DWHTlBcT5i-u9qBodN6Ze9.vuPPILPtbRA0qgGVUz8ApPwVDvPMCOs8.seg4910research.tk,0,0.53
82,62,3,20,55,3.7337306538053525,4,5,39,15.6,666666666337306635383761316635313335663,maliciousDomain,77,1,kO20naW.666666666337306635383761316635313335663.53731353863643.maliciousDomain.com,0,0.69
56,36,3,21,29,3.886839296671271,3,4,28,13.25,6461366636316366303766383461,maliciousDomain,51,1,az0coRV.6461366636316366303766383461.maliciousDomain.com,0,0.87
100,81,36,39,17,5.588367439558383,8,7,23,13.428571428571429,Y6sFEo9OyF1jAL8cHT_IlPT,seg4910research,96,1,109326.Y6sFEo9OyF1jAL8cHT_IlPT.bS73UgTVpUSwiXzQX-MAKIa.cHoCvAwpVQnhxMVqEAml7tX.vJ.seg4910research.tk,0,0.54
83,63,4,21,54,3.6918411418770387,4,5,45,15.8,633863656431336661643832343136333336346661353,maliciousDomain,78,1,FdanbNH.633863656431336661643832343136333336346661353.664666564.maliciousDomain.com,0,0.69
59,39,4,19,33,3.9497769473735738,3,4,31,14.0,3035626235333635343432663661613,maliciousDomain,54,1,05nINiM.3035626235333635343432663661613.maliciousDomain.com,0,0.87
99,80,24,43,23,5.314426665486428,9,7,23,13.285714285714286,0-7R38KDryH3FcT0bxn5kg2,seg4910research,95,1,70275.0-7R38KDryH3FcT0bxn5kg2.712nM_VunkPUfpFTaFipvDZ.7yMxb1qLaeXcC3g-QeeVwFC.Lb.seg4910research.tk,0,0.54
50,30,3,20,24,4.110490379766755,3,4,22,11.75,3761366262316466363062,maliciousDomain,45,1,Xw0vLn1.3761366262316466363062.maliciousDomain.com,0,0.89
51,31,5,18,25,4.257115352414947,3,4,23,12.0,32613538313865636461306,maliciousDomain,46,1,G1VHbS0.32613538313865636461306.maliciousDomain.com,0,0.88
184,164,6,26,147,3.722535908435427,5,6,62,29.833333333333332,7a564b4c6546527c217c327c217c3432653030636437303661306632373661,maliciousDomain,179,1,zVKLeFR.7a564b4c6546527c217c327c217c3432653030636437303661306632373661.66363234626437376163636461396538633037663631613832333730616332.386464353863363462333037623935.maliciousDomain.com,0,0.55
62,42,4,20,35,3.884780785809486,3,4,34,14.75,3439333064386631336463643136663533,maliciousDomain,57,1,EkaZ3Pb.3439333064386631336463643136663533.maliciousDomain.com,0,0.87
98,79,29,45,14,5.466052445846962,10,7,23,13.142857142857142,UF-MzCtlyBG96paZzU2coPt,seg4910research,94,1,6245.UF-MzCtlyBG96paZzU2coPt.YCrYvsKlewFaXS-vuR0xCtO.Dv_cXjDpNYe2emAboQb-WL4.qG.seg4910research.tk,0,0.54
98,79,27,47,18,5.27865930322859,6,7,23,13.142857142857142,CIxa3eOXVvmmtkbCYd1kzxN,seg4910research,94,1,5728.CIxa3eOXVvmmtkbCYd1kzxN.DDWVmOAfl6OPC8qky8ZSAqd.xe9VgUpe8ckorkVaHVt9P5W.g7.seg4910research.tk,0,0.54
99,80,34,37,19,5.404524489108085,9,7,23,13.285714285714286,AZ1ZKcPI5wJxGqCnYVyNh5c,seg4910research,95,1,56796.AZ1ZKcPI5wJxGqCnYVyNh5c.80e8pxD0GFUPeaYPfhFoC2R.9DdTGWhvdkLZ0GU-C-j-NXj.Ph.seg4910research.tk,0,0.54
